 74 184 0.306400 0.000000 0.000000
 74 186 0.284300 0.000000 0.000000
 75 185 0.374000 0.000000 0.000000
 75 187 0.626000 0.000000 0.000000
 76 184 0.000200 0.000000 0.000000
 76 186 0.015900 0.000000 0.000000
 76 187 0.019600 0.000000 0.000000
 76 188 0.132400 0.000000 0.000000
 76 189 0.161500 0.000000 0.000000
 76 190 0.262600 0.000000 0.000000
 76 192 0.407800 0.000000 0.000000
 77 191 0.372300 0.000000 0.000000
 77 193 0.627700 0.000000 0.000000
 78 190 0.000120 0.000000 0.000000
 78 192 0.007820 0.000000 0.000000
 78 194 0.328640 0.000000 0.000000
 78 195 0.337750 0.000000 0.000000
 78 196 0.252110 0.000000 0.000000
 78 198 0.073560 0.000000 0.000000
 79 197 1.000000 0.000000 0.000000
 80 196 0.001500 0.000000 0.000000
 80 198 0.100400 0.000000 0.000000
 80 199 0.169400 0.000000 0.000000
 80 200 0.231400 0.000000 0.000000
 80 201 0.131700 0.000000 0.000000
 80 202 0.297400 0.000000 0.000000
 80 204 0.068200 0.000000 0.000000
 81 203 0.295150 0.294400 0.295900
 81 205 0.704850 0.704100 0.705600
 82 204 0.014000 0.000000 0.000000
 82 206 0.241000 0.000000 0.000000
 82 207 0.221000 0.000000 0.000000
 82 208 0.524000 0.000000 0.000000
 83 209 1.000000 0.000000 0.000000
